line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
LI09401,T01290,P417,,1,14435.33
LI09402,T10189,P396,,4,179.08
LI09403,T06485,P334,,4,7568.12
LI09404,T19335,P385,,2,73309.66
LI09405,T13980,P363,,1,30070.91
LI09406,T01698,P498,,3,24597.33
LI09407,T16359,P250,,1,46.99
LI09408,T14707,P333,,2,1769.44
LI09409,T01697,P011,,1,16639.82
LI09410,T01173,P452,,3,12299.28
LI09411,T00612,P353,,3,1514.16
LI09412,T19607,P366,,5,10485.15
LI09413,T04740,P146,,3,142231.11
LI09414,T04508,P177,,1,118.99
LI09415,T09482,P454,PR96,3,18016.98
LI09416,T17428,P304,,1,6129.81
LI09417,T15906,P433,,2,9844.84
LI09418,T07666,P298,,2,88914.36
LI09419,T07194,P285,,3,41392.17
LI09420,T05547,P408,,1,14878.62
LI09421,T12496,P332,,2,10551.7
LI09422,T05453,P398,,1,33587.21
LI09423,T13975,P265,PR95,4,21998.52
LI09424,T08985,P093,,1,14258.21
LI09425,T14963,P396,,1,44.77
LI09426,T19730,P189,,1,69.36
LI09427,T02643,P372,,1,4584.12
LI09428,T06131,P346,PR25,1,74.84
LI09429,T10239,P363,,1,30070.91
LI09430,T00225,P418,,3,22248.09
LI09431,T00109,P254,,1,1547.48
LI09432,T18304,P283,,4,24981.44
LI09433,T18558,P145,,2,15992.94
LI09434,T13091,P102,,1,7262.86
LI09435,T16534,P214,,1,3034.28
LI09436,T02317,P122,,1,3563.49
LI09437,T10662,P467,,1,1396.2
LI09438,T08429,P283,,1,6245.36
LI09439,T05614,P084,,1,238.86
LI09440,T11032,P052,,3,28117.32
LI09441,T06191,P363,PR42,2,60141.82
LI09442,T11503,P151,PR53,1,153.0
LI09443,T11613,P057,,2,9433.28
LI09444,T03261,P014,,1,34372.76
LI09445,T11228,P055,,5,17850.5
LI09446,T14054,P118,,1,16244.23
LI09447,T19838,P006,,1,288.27
LI09448,T00998,P129,PR31,1,21016.96
LI09449,T04665,P073,,1,9287.25
LI09450,T15954,P432,,3,31014.69
LI09451,T01296,P364,,4,669.28
LI09452,T05653,P111,,1,5315.16
LI09453,T04586,P265,PR09,3,16498.89
LI09454,T17247,P418,,2,14832.06
LI09455,T07539,P181,,1,2813.9
LI09456,T14521,P380,,2,52901.6
LI09457,T04556,P489,,1,6287.96
LI09458,T05284,P226,,4,82261.32
LI09459,T13865,P126,,1,2697.18
LI09460,T07126,P037,PR78,3,14611.29
LI09461,T06746,P123,,1,2454.51
LI09462,T00530,P274,,1,2461.71
LI09463,T07889,P028,,2,7361.0
LI09464,T10956,P401,,3,28675.89
LI09465,T00864,P014,,4,137491.04
LI09466,T03131,P261,,1,1216.39
LI09467,T13681,P153,,1,7133.08
LI09468,T03037,P347,PR06,1,2685.3
LI09469,T16411,P079,,2,237.8
LI09470,T00778,P279,PR06,1,3199.23
LI09471,T08579,P498,,1,8199.11
LI09472,T18028,P241,,2,77725.22
LI09473,T06278,P095,,1,325.37
LI09474,T19877,P294,,4,18560.76
LI09475,T00353,P108,,5,35952.2
LI09476,T09179,P097,,2,8562.24
LI09477,T08383,P110,,1,2594.23
LI09478,T04251,P054,PR47,1,47663.98
LI09479,T01475,P413,PR51,1,1370.79
LI09480,T00393,P323,,1,6806.27
LI09481,T07682,P173,,5,19629.85
LI09482,T14917,P293,,1,42311.68
LI09483,T15479,P390,,1,7693.41
LI09484,T04192,P348,,5,21138.0
LI09485,T13870,P387,,2,497.6
LI09486,T04276,P337,PR49,2,15481.42
LI09487,T02516,P364,,2,334.64
LI09488,T18328,P482,,1,4853.05
LI09489,T18145,P464,,1,10855.71
LI09490,T13878,P244,,4,120762.52
LI09491,T02083,P112,,1,145.35
LI09492,T02506,P066,,2,12065.58
LI09493,T02754,P273,,1,5186.18
LI09494,T14958,P330,,1,93.46
LI09495,T09101,P260,,1,4147.64
LI09496,T11838,P060,,1,2064.6
LI09497,T16427,P210,,3,21151.32
LI09498,T02769,P331,,1,2522.0
LI09499,T07319,P144,,1,328.31
LI09500,T01004,P256,,1,102.94
LI09501,T13197,P399,,2,15223.56
LI09502,T08126,P321,,1,40752.69
LI09503,T15875,P413,,1,1370.79
LI09504,T06315,P465,,2,3142.64
LI09505,T17673,P327,,2,428.1
LI09506,T04595,P017,,1,10321.98
LI09507,T10017,P308,,1,135.99
LI09508,T05987,P230,PR73,1,3344.27
LI09509,T01019,P483,,1,3595.13
LI09510,T13779,P459,,1,3612.53
LI09511,T01788,P379,,2,3937.92
LI09512,T11637,P101,,2,225.7
LI09513,T06092,P029,,1,90.11
LI09514,T11412,P369,,1,3598.51
LI09515,T10473,P137,,2,4070.86
LI09516,T01181,P231,,4,139892.52
LI09517,T19448,P347,,1,2685.3
LI09518,T16494,P448,,5,162408.6
LI09519,T19262,P475,,2,782.22
LI09520,T04438,P500,,1,4871.97
LI09521,T01026,P380,PR100,1,5290.16
LI09522,T00300,P474,,2,3944.46
LI09523,T10170,P254,,1,1547.48
LI09524,T04090,P401,,1,9558.63
LI09525,T14536,P188,,1,269.59
LI09526,T00512,P457,,1,2954.04
LI09527,T00754,P488,,1,7874.9
LI09528,T14010,P210,,1,7050.44
LI09529,T08426,P487,,4,17996.8
LI09530,T04132,P395,,3,686.46
LI09531,T16305,P031,,1,5037.57
LI09532,T13580,P241,PR03,5,194313.05
LI09533,T16453,P238,,1,4947.85
LI09534,T07937,P081,,2,2878.84
LI09535,T09348,P338,,2,22887.0
LI09536,T00956,P238,,1,4947.85
LI09537,T12328,P338,,1,11443.5
LI09538,T15824,P337,,2,15481.42
LI09539,T01961,P387,,2,497.6
LI09540,T08546,P409,,1,3188.92
LI09541,T03313,P412,,2,3266.24
LI09542,T16391,P478,,1,2071.44
LI09543,T13237,P431,,1,134.74
LI09544,T00732,P145,,1,7996.47
LI09545,T06280,P031,PR55,2,10075.14
LI09546,T09451,P126,,1,2697.18
LI09547,T08661,P473,,1,10932.91
LI09548,T12177,P050,,1,6660.77
LI09549,T15196,P189,,3,208.08
LI09550,T15553,P030,PR35,1,255.25
LI09551,T15083,P139,,3,9564.66
LI09552,T11604,P455,,2,281.94
LI09553,T09700,P015,,2,6758.92
LI09554,T10834,P108,,1,7190.44
LI09555,T05074,P106,,3,37036.14
LI09556,T08449,P056,,1,185.4
LI09557,T00886,P328,,1,1797.97
LI09558,T16018,P053,,1,31394.22
LI09559,T19106,P105,PR05,1,11183.61
LI09560,T04214,P091,PR87,1,21090.11
LI09561,T05373,P332,,2,10551.7
LI09562,T14344,P335,,1,7292.28
LI09563,T11978,P418,,1,7416.03
LI09564,T04460,P162,,1,272.09
LI09565,T13414,P056,,1,185.4
LI09566,T18707,P367,,1,222.77
LI09567,T04643,P212,,1,8753.12
LI09568,T09019,P436,,-1,-3565.35
LI09569,T14372,P391,,3,42914.43
LI09570,T17542,P498,,1,8199.11
LI09571,T12084,P031,,1,5037.57
LI09572,T19023,P419,,1,49.74
LI09573,T01029,P094,,1,1306.19
LI09574,T11382,P285,,1,13797.39
LI09575,T11398,P262,PR27,4,7698.64
LI09576,T10921,P449,,1,4584.32
LI09577,T00992,P173,PR64,1,3925.97
LI09578,T16289,P367,,1,222.77
LI09579,T14781,P414,,1,7425.72
LI09580,T09657,P467,,1,1396.2
LI09581,T15512,P253,,1,3427.49
LI09582,T08962,P290,,2,8272.92
LI09583,T08038,P018,,1,8436.17
LI09584,T01733,P025,,1,34050.14
LI09585,T17435,P448,,1,32481.72
LI09586,T09754,P280,,5,72581.6
LI09587,T14991,P187,,3,79459.62
LI09588,T16281,P237,,2,436.94
LI09589,T18432,P181,,3,8441.7
LI09590,T12447,P011,,1,16639.82
LI09591,T00726,P454,,1,6005.66
LI09592,T05150,P441,,3,2679.51
LI09593,T11608,P375,,1,8115.74
LI09594,T03034,P387,,1,248.8
LI09595,T07293,P073,,2,18574.5
LI09596,T15360,P016,,1,2134.75
LI09597,T04459,P185,,3,11024.76
LI09598,T03413,P362,,1,1455.7
LI09599,T12919,P397,PR17,1,2358.0
LI09600,T07574,P384,,2,11933.76
LI09601,T19153,P153,,2,14266.16
LI09602,T16664,P479,,4,13601.04
LI09603,T05065,P236,,1,1676.77
LI09604,T07956,P219,PR64,1,9269.05
LI09605,T08671,P292,,1,1640.02
LI09606,T10037,P310,,3,5982.72
LI09607,T11602,P432,,1,10338.23
LI09608,T03801,P089,,1,1421.76
LI09609,T03579,P253,,1,3427.49
LI09610,T04710,P225,,-1,-5889.55
LI09611,T04350,P436,,2,7130.7
LI09612,T00776,P083,,5,52515.9
LI09613,T12916,P442,,1,7927.24
LI09614,T12697,P053,,4,188365.32
LI09615,T08868,P364,PR86,1,167.32
LI09616,T01325,P143,,1,7910.04
LI09617,T12013,P051,PR71,1,304.18
LI09618,T16537,P041,,5,19419.65
LI09619,T11476,P004,,2,517.78
LI09620,T04302,P273,,1,5186.18
LI09621,T15625,P397,,2,4716.0
LI09622,T11093,P301,,2,19938.26
LI09623,T17233,P368,,1,8349.18
LI09624,T13763,P252,,1,3130.86
LI09625,T06760,P320,,2,29953.16
LI09626,T07112,P467,,3,4188.6
LI09627,T14969,P100,,1,2700.03
LI09628,T14434,P267,,2,19072.04
LI09629,T18956,P096,PR45,1,6201.56
LI09630,T00391,P071,,1,8189.43
LI09631,T05412,P035,,3,9144.84
LI09632,T08238,P489,,1,6287.96
LI09633,T18654,P342,,5,1525.85
LI09634,T11249,P111,,1,5315.16
LI09635,T11681,P244,,5,150953.15
LI09636,T11669,P093,PR73,1,14258.21
LI09637,T02147,P285,,1,13797.39
LI09638,T18624,P186,PR80,1,1514.4
LI09639,T07633,P240,,3,136.71
LI09640,T07463,P054,,2,95327.96
LI09641,T06317,P456,,4,5024.84
LI09642,T10203,P265,,3,16498.89
LI09643,T05240,P351,,2,3237.8
LI09644,T12227,P311,,3,551.46
LI09645,T00879,P270,,1,151.48
LI09646,T00608,P001,,1,9152.12
LI09647,T05664,P015,,2,6758.92
LI09648,T02799,P447,,2,4852.56
LI09649,T17120,P300,,5,191922.5
LI09650,T11377,P093,,5,71291.05
LI09651,T10596,P292,,1,1640.02
LI09652,T07687,P108,PR42,3,21571.32
LI09653,T16912,P370,,1,7154.23
LI09654,T15082,P185,,2,7349.84
LI09655,T06479,P086,,3,22491.39
LI09656,T18049,P270,,2,302.96
LI09657,T00100,P454,,4,24022.64
LI09658,T15233,P173,PR94,1,3925.97
LI09659,T07243,P478,PR57,1,2071.44
LI09660,T17900,P217,,1,27627.01
LI09661,T15880,P167,,1,9718.05
LI09662,T00161,P301,,2,19938.26
LI09663,T09951,P172,PR80,3,-21008.94
LI09664,T14344,P091,,1,21090.11
LI09665,T09545,P347,,1,2685.3
LI09666,T16440,P220,,1,1135.19
LI09667,T04091,P148,,1,12653.82
LI09668,T10108,P407,,1,1465.45
LI09669,T18136,P139,,1,3188.22
LI09670,T01507,P350,,1,133.0
LI09671,T13152,P075,,3,35884.68
LI09672,T08546,P340,,1,-1063.1
LI09673,T06593,P440,,1,25713.08
LI09674,T13951,P402,,4,44366.4
LI09675,T12376,P230,,1,3344.27
LI09676,T18217,P458,,2,97954.98
LI09677,T13746,P289,,3,81166.32
LI09678,T11794,P273,,1,5186.18
LI09679,T02470,P491,,1,8343.99
LI09680,T14312,P235,,5,757.7
LI09681,T09493,P487,PR58,2,8998.4
LI09682,T18975,P231,,3,104919.39
LI09683,T07099,P233,,1,5628.44
LI09684,T05247,P143,,3,118650.6
LI09685,T03589,P221,,1,678.82
LI09686,T19584,P268,,4,1231.12
LI09687,T08477,P127,,1,4191.78
LI09688,T00479,P139,,1,6376.44
LI09689,T15810,P322,,1,6912.37
LI09690,T02238,P411,,1,208.33
LI09691,T12908,P403,,5,19308.65
LI09692,T19317,P072,,3,28900.38
LI09693,T07228,P343,,2,5345.16
LI09694,T15389,P488,,1,7874.9
LI09695,T16264,P061,,1,2096.3
LI09696,T15853,P095,,1,325.37
LI09697,T08165,P003,PR100,1,44831.01
LI09698,T16579,P442,,2,15854.48
LI09699,T03773,P189,,2,138.72
LI09700,T05952,P175,,1,13531.59
LI09701,T00227,P298,,2,88914.36
LI09702,T00028,P449,,4,18337.28
LI09703,T17620,P109,,2,9591.3
LI09704,T06736,P016,,4,8539.0
LI09705,T02398,P421,,1,5691.53
LI09706,T13293,P174,,1,284.26
LI09707,T16895,P166,,4,161783.28
LI09708,T08748,P316,,2,45926.12
LI09709,T14543,P444,,1,5144.2
LI09710,T00905,P378,,1,39507.5
LI09711,T01442,P013,,4,12254.28
LI09712,T03255,P426,,1,6532.33
LI09713,T14587,P017,,2,20643.96
LI09714,T19375,P041,,2,7767.86
LI09715,T10122,P457,,1,2954.04
LI09716,T18345,P225,PR94,2,11779.1
LI09717,T12504,P123,,2,4909.02
LI09718,T14309,P096,,4,24806.24
LI09719,T15664,P363,,1,30070.91
LI09720,T00204,P379,,5,9844.8
LI09721,T16437,P224,,1,711.13
LI09722,T09519,P390,,-1,-7693.41
LI09723,T02198,P141,,1,5488.81
LI09724,T07664,P322,PR14,2,13824.74
LI09725,T19804,P258,,1,49706.18
LI09726,T06791,P363,,1,30070.91
LI09727,T02693,P325,,1,-177.76
LI09728,T07170,P296,,3,5611.17
LI09729,T17176,P460,,4,26388.36
LI09730,T04020,P161,,1,5566.25
LI09731,T15107,P358,,1,2499.38
LI09732,T04543,P339,,1,4912.26
LI09733,T08950,P486,,4,41722.08
LI09734,T11506,P215,,2,7266.88
LI09735,T02329,P187,,2,52973.08
LI09736,T03620,P376,,2,630.96
LI09737,T12448,P200,PR41,1,7813.47
LI09738,T19304,P429,,1,40635.19
LI09739,T03236,P206,,2,6609.3
LI09740,T12144,P226,,1,20565.33
LI09741,T14750,P385,,4,146619.32
LI09742,T15527,P369,,1,3598.51
LI09743,T08248,P247,,1,28759.24
LI09744,T11561,P065,PR86,2,145.2
LI09745,T11208,P436,,1,3565.35
LI09746,T10186,P169,,4,727.8
LI09747,T02314,P252,,1,3130.86
LI09748,T17606,P266,,1,1501.28
LI09749,T18295,P257,,1,827.92
LI09750,T11816,P154,,1,10566.79
LI09751,T00163,P221,PR90,1,678.82
LI09752,T01331,P213,,1,3485.99
LI09753,T17571,P240,,1,45.57
LI09754,T17243,P222,,1,1950.06
LI09755,T02022,P195,,1,302.63
LI09756,T13595,P441,,1,893.17
LI09757,T01227,P126,,3,8091.54
LI09758,T08420,P127,PR12,1,4191.78
LI09759,T06224,P291,,1,141.58
LI09760,T00650,P460,PR15,3,19791.27
LI09761,T16657,P135,,1,8832.84
LI09762,T08245,P257,,1,827.92
LI09763,T16324,P164,,2,15175.96
LI09764,T11649,P079,,1,118.9
LI09765,T02452,P142,,2,3605.54
LI09766,T08289,P178,,4,30547.24
LI09767,T06919,P163,PR58,4,18448.6
LI09768,T17899,P103,,1,200.95
LI09769,T02917,P337,,1,7740.71
LI09770,T13023,P490,,2,9321.34
LI09771,T08109,P337,,3,23222.13
LI09772,T17781,P365,,1,2203.88
LI09773,T17603,P224,,1,711.13
LI09774,T17495,P473,,4,43731.64
LI09775,T12684,P463,PR16,2,23040.44
LI09776,T19109,P057,,4,18866.56
LI09777,T14162,P067,,1,2855.54
LI09778,T19752,P157,,1,1743.59
LI09779,T05509,P304,,3,18389.43
LI09780,T17586,P146,,1,47410.37
LI09781,T11859,P429,,5,203175.95
LI09782,T14994,P098,,1,2821.76
LI09783,T19865,P454,,1,6005.66
LI09784,T00129,P068,,4,1041.52
LI09785,T16203,P417,PR98,1,14435.33
LI09786,T10251,P439,,2,22151.18
LI09787,T04169,P429,PR70,4,162540.76
LI09788,T14884,P082,,1,7063.28
LI09789,T11972,P327,PR06,2,428.1
LI09790,T11530,P375,,1,8115.74
LI09791,T09986,P418,,1,7416.03
LI09792,T05993,P078,PR51,1,134.94
LI09793,T13371,P112,,1,145.35
LI09794,T06952,P348,,1,4227.6
LI09795,T09436,P097,,1,8562.24
LI09796,T10586,P124,,1,11236.13
LI09797,T09061,P008,,2,82272.86
LI09798,T10286,P161,,1,5566.25
LI09799,T17271,P430,,2,4669.02
LI09800,T05231,P032,,1,32796.7
LI09801,T09750,P098,,1,2821.76
LI09802,T15987,P144,,-2,-656.62
LI09803,T19669,P109,,1,4795.65
LI09804,T06033,P264,PR75,2,3537.42
LI09805,T18515,P312,,1,7078.42
LI09806,T08684,P139,PR26,1,3188.22
LI09807,T00395,P240,,2,91.14
LI09808,T05699,P121,,2,811.04
LI09809,T07915,P481,,2,10735.52
LI09810,T16023,P244,,1,30190.63
LI09811,T14293,P182,,1,3620.15
LI09812,T02126,P225,,1,5889.55
LI09813,T07381,P173,,1,5888.96
LI09814,T03498,P148,,1,12653.82
LI09815,T12768,P209,,1,361.74
LI09816,T08096,P298,,2,88914.36
LI09817,T04180,P311,,1,183.82
LI09818,T01672,P427,,1,10986.9
LI09819,T01930,P479,,1,1700.13
LI09820,T08346,P426,,2,13064.66
LI09821,T18658,P026,,1,398.76
LI09822,T17682,P498,,3,24597.33
LI09823,T16524,P093,,3,42774.63
LI09824,T15505,P097,,3,12843.36
LI09825,T18513,P036,,2,10813.46
LI09826,T19782,P443,PR58,4,896.08
LI09827,T19678,P057,,1,4716.64
LI09828,T19643,P125,,2,54760.18
LI09829,T10324,P237,,1,218.47
LI09830,T09432,P411,,2,416.66
LI09831,T02936,P216,,1,179.63
LI09832,T05809,P018,,2,16872.34
LI09833,T10657,P307,PR01,2,4210.28
LI09834,T08239,P098,,3,8465.28
LI09835,T12855,P137,,1,2035.43
LI09836,T05255,P384,,3,17900.64
LI09837,T13711,P302,PR19,1,9179.78
LI09838,T00245,P324,PR81,1,95.59
LI09839,T14465,P204,,1,5026.74
LI09840,T05152,P237,,3,655.41
LI09841,T16623,P463,,1,11520.22
LI09842,T17871,P164,,1,7587.98
LI09843,T19713,P469,,1,4753.95
LI09844,T12195,P112,PR06,1,145.35
LI09845,T01966,P341,,2,15394.44
LI09846,T04605,P176,,3,13594.95
LI09847,T15593,P478,,1,2071.44
LI09848,T13189,P190,,1,34316.78
LI09849,T05430,P284,,5,16964.3
LI09850,T00912,P124,,3,33708.39
LI09851,T07098,P113,,1,333.03
LI09852,T12405,P182,,5,18100.75
LI09853,T13537,P439,,1,11075.59
LI09854,T02132,P172,,1,-7002.98
LI09855,T06577,P171,,1,9990.76
LI09856,T06686,P161,,2,11132.5
LI09857,T16865,P188,,2,539.18
LI09858,T16375,P203,,1,35225.64
LI09859,T18558,P185,,1,3674.92
LI09860,T13496,P007,PR82,4,14869.76
LI09861,T07493,P362,,2,2911.4
LI09862,T05029,P094,,1,1306.19
LI09863,T08915,P265,,1,5499.63
LI09864,T00286,P289,,5,135277.2
LI09865,T04191,P167,PR34,1,48590.25
LI09866,T15728,P470,,1,9763.73
LI09867,T06487,P233,,1,5628.44
LI09868,T12993,P212,PR09,1,8753.12
LI09869,T14079,P158,,1,8096.62
LI09870,T15463,P024,,1,7390.18
LI09871,T15948,P080,,1,2720.03
LI09872,T03994,P009,,1,3805.36
LI09873,T04870,P160,,2,12379.6
LI09874,T19862,P079,,2,237.8
LI09875,T01080,P045,,2,3437.98
LI09876,T10015,P291,,1,141.58
LI09877,T08530,P014,,-1,-34372.76
LI09878,T19388,P415,,2,214.88
LI09879,T17884,P240,,1,45.57
LI09880,T09636,P385,,1,36654.83
LI09881,T00788,P026,,1,398.76
LI09882,T05107,P160,,1,6189.8
LI09883,T12850,P194,,2,23404.28
LI09884,T07274,P221,,3,2036.46
LI09885,T18517,P325,,1,-177.76
LI09886,T16567,P082,,2,14126.56
LI09887,T00538,P272,,1,10829.75
LI09888,T10951,P404,,1,333.26
LI09889,T15622,P406,,1,9427.46
LI09890,T04796,P108,,2,14380.88
LI09891,T10729,P230,,1,3344.27
LI09892,T08030,P324,,2,191.18
LI09893,T13529,P472,,2,23427.5
LI09894,T05428,P243,,2,82820.26
LI09895,T08864,P240,,2,91.14
LI09896,T07896,P130,,3,20797.89
LI09897,T14105,P214,,1,3034.28
LI09898,T03282,P480,,1,1886.65
LI09899,T12660,P045,,5,8594.95
LI09900,T16817,P203,,3,105676.92
LI09901,T12653,P388,,1,2212.66
LI09902,T17098,P490,,5,23303.35
LI09903,T05552,P140,,2,21709.9
LI09904,T08350,P456,PR32,2,2512.42
LI09905,T11804,P043,,1,3988.93
LI09906,T10618,P214,,1,3034.28
LI09907,T09821,P140,PR72,5,54274.75
LI09908,T07467,P357,,3,31194.45
LI09909,T17841,P127,,1,4191.78
LI09910,T18983,P380,,1,5290.16
LI09911,T19190,P035,,2,6096.56
LI09912,T06668,P253,,2,6854.98
LI09913,T08117,P324,,1,95.59
LI09914,T00078,P047,,3,18588.48
LI09915,T05242,P477,,1,7813.55
LI09916,T07048,P050,,1,6660.77
LI09917,T01019,P004,,1,258.89
LI09918,T03258,P187,,1,26486.54
LI09919,T06385,P125,,1,27380.09
LI09920,T07106,P348,PR99,1,4227.6
LI09921,T18131,P091,PR63,1,21090.11
LI09922,T08009,P063,,4,10310.68
LI09923,T15857,P096,PR15,1,6201.56
LI09924,T11393,P310,PR32,1,1994.24
LI09925,T14959,P249,,1,255.18
LI09926,T18852,P358,,1,2499.38
LI09927,T00187,P354,,1,10365.4
LI09928,T02595,P488,,3,23624.7
LI09929,T06966,P421,,4,22766.12
LI09930,T10123,P272,,5,54148.75
LI09931,T16722,P466,,1,4207.35
LI09932,T02384,P161,,1,5566.25
LI09933,T14266,P317,,1,5005.44
LI09934,T01920,P460,,1,6597.09
LI09935,T00354,P069,,1,7065.05
LI09936,T06108,P464,PR33,1,10855.71
LI09937,T07780,P337,,2,15481.42
LI09938,T00317,P441,,4,3572.68
LI09939,T06623,P145,,1,7996.47
LI09940,T03737,P092,,1,473.31
LI09941,T12467,P342,,1,305.17
LI09942,T19671,P446,,1,3545.51
LI09943,T02493,P280,,2,29032.64
LI09944,T11479,P096,,1,6201.56
LI09945,T11828,P076,,1,8021.47
LI09946,T05375,P046,,1,41040.81
LI09947,T15314,P289,,1,27055.44
LI09948,T17339,P489,,1,6287.96
LI09949,T12658,P253,,1,3427.49
LI09950,T02735,P206,,1,3304.65
LI09951,T14189,P473,,-3,-32798.73
LI09952,T17597,P211,,4,59129.64
LI09953,T00232,P092,,1,473.31
LI09954,T16620,P204,,2,10053.48
LI09955,T14166,P227,,1,10522.3
LI09956,T05608,P021,,1,9874.9
LI09957,T15838,P352,,4,4702.44
LI09958,T06840,P329,,1,3940.93
LI09959,T00391,P185,,1,3674.92
LI09960,T17102,P144,,1,328.31
LI09961,T11231,P015,,2,6758.92
LI09962,T00087,P271,,1,6752.74
LI09963,T17949,P150,,1,1049.72
LI09964,T02041,P120,,1,7405.73
LI09965,T14293,P232,,1,125.19
LI09966,T00228,P287,,1,21488.69
LI09967,T00777,P334,,1,1892.03
LI09968,T09638,P426,PR66,1,6532.33
LI09969,T10738,P368,,1,8349.18
LI09970,T05355,P227,,2,21044.6
LI09971,T14507,P125,,1,27380.09
LI09972,T06141,P290,PR89,1,4136.46
LI09973,T07742,P067,PR14,1,2855.54
LI09974,T05166,P033,,1,19911.29
LI09975,T13998,P459,,1,3612.53
LI09976,T01017,P038,,1,1502.5
LI09977,T11924,P016,,1,2134.75
LI09978,T10316,P033,PR61,2,39822.58
LI09979,T08952,P439,,3,33226.77
LI09980,T02908,P236,PR51,1,1676.77
LI09981,T11523,P481,,1,5367.76
LI09982,T14275,P468,,1,4592.19
LI09983,T06398,P323,,1,6806.27
LI09984,T08344,P425,PR95,2,1930.92
LI09985,T00828,P158,,1,8096.62
LI09986,T02630,P482,,5,24265.25
LI09987,T17080,P062,,4,8975.84
LI09988,T03271,P386,,1,6613.75
LI09989,T10987,P358,,2,4998.76
LI09990,T13177,P238,,4,19791.4
LI09991,T19152,P441,,1,893.17
LI09992,T13078,P378,PR62,1,39507.5
LI09993,T05023,P405,PR55,1,8362.79
LI09994,T02461,P478,,3,6214.32
LI09995,T15293,P389,,1,46.49
LI09996,T05000,P341,,1,7697.22
LI09997,T11470,P491,,1,8343.99
LI09998,T05314,P226,,1,20565.33
LI09999,T06213,P374,,2,64474.96
LI10000,T11578,P326,,2,67090.68
LI10001,T17437,P138,,1,190.7
LI10002,T07725,P185,,1,3674.92
LI10003,T15027,P491,,2,16687.98
LI10004,T06232,P111,,1,5315.16
LI10005,T15487,P457,,1,2954.04
LI10006,T08354,P016,,2,4269.5
LI10007,T18853,P258,,1,49706.18
LI10008,T19872,P410,,2,477.68
LI10009,T09378,P274,,1,2461.71
LI10010,T14907,P128,,1,1805.67
LI10011,T12875,P408,,1,14878.62
LI10012,T07857,P309,PR94,1,4112.22
LI10013,T14876,P208,,5,17142.35
LI10014,T15510,P128,,5,9028.35
LI10015,T07398,P426,,1,6532.33
LI10016,T00098,P481,,1,5367.76
LI10017,T03420,P211,,1,14782.41
LI10018,T01937,P060,,3,30969.03
LI10019,T03011,P192,,1,41766.17
LI10020,T11252,P091,,1,21090.11
LI10021,T13145,P088,,1,46100.92
LI10022,T13750,P094,,1,1306.19
LI10023,T15053,P017,,1,10321.98
LI10024,T11898,P410,,2,477.68
LI10025,T10043,P105,,1,11183.61
LI10026,T04827,P044,PR60,1,49462.32
LI10027,T18870,P136,,1,3866.47
LI10028,T15665,P329,,2,7881.86
LI10029,T02656,P324,,2,191.18
LI10030,T05887,P439,,1,11075.59
LI10031,T07787,P259,,1,3214.23
LI10032,T05290,P320,,5,74882.9
LI10033,T13366,P140,,2,21709.9
LI10034,T05690,P462,,1,14931.3
LI10035,T05834,P301,,1,9969.13
LI10036,T14489,P089,,2,2843.52
LI10037,T10591,P110,,2,5188.46
LI10038,T17312,P452,,2,8199.52
LI10039,T18676,P416,,1,70.93
LI10040,T00069,P032,,3,98390.1
LI10041,T08556,P189,,2,138.72
LI10042,T17336,P113,,1,333.03
LI10043,T18640,P091,,3,63270.33
LI10044,T01597,P174,,3,852.78
LI10045,T18275,P088,,2,92201.84
LI10046,T02498,P014,,1,34372.76
LI10047,T08225,P208,,4,13713.88
LI10048,T07819,P381,,2,15992.68
LI10049,T12581,P482,,1,4853.05
LI10050,T01555,P419,,4,198.96
LI10051,T13624,P007,,-2,-7434.88
LI10052,T19345,P200,,1,39067.35
LI10053,T19495,P321,,2,81505.38
LI10054,T10143,P311,,3,551.46
LI10055,T02093,P266,,1,1501.28
LI10056,T01212,P198,,1,7989.73
LI10057,T08725,P225,PR75,1,5889.55
LI10058,T03522,P462,,1,14931.3
LI10059,T06260,P042,,1,1820.82
LI10060,T08334,P390,PR62,1,7693.41
LI10061,T17732,P213,,5,17429.95
LI10062,T16759,P493,,1,3836.53
LI10063,T05658,P031,,3,15112.71
LI10064,T08660,P383,,1,3254.89
LI10065,T04621,P191,PR60,2,5059.1
LI10066,T12476,P317,,2,10010.88
LI10067,T14833,P259,,1,3214.23
LI10068,T02021,P332,PR11,1,5275.85
LI10069,T08838,P070,,1,5581.65
LI10070,T15588,P115,,1,2710.49
LI10071,T17474,P470,,2,19527.46
LI10072,T11599,P297,,1,2770.74
LI10073,T10554,P379,,3,5906.88
LI10074,T08955,P234,,2,3819.5
LI10075,T14314,P110,,3,7782.69
LI10076,T19950,P258,,1,49706.18
LI10077,T11142,P161,,1,5566.25
LI10078,T19688,P329,,3,11822.79
LI10079,T12778,P228,,1,2989.04
LI10080,T03268,P021,,1,9874.9
LI10081,T08933,P374,,1,32237.48
LI10082,T00146,P396,,3,134.31
LI10083,T18672,P029,,1,90.11
LI10084,T14210,P380,PR18,1,5290.16
LI10085,T18073,P324,,2,191.18
LI10086,T12553,P218,,3,19754.04
LI10087,T13735,P109,,2,9591.3
LI10088,T12872,P009,,1,3805.36
LI10089,T02684,P409,,1,3188.92
LI10090,T16398,P149,,1,144.66
LI10091,T04482,P195,,2,605.26
